rank,risk_category,ticker,composite_percentile,num_factors,percentile_ml_forecast,percentile_kalman_signal_strength,percentile_cvar
53,HIGH,VGAD.AX,53.82513661202186,3,40.16393442622951,93.44262295081967,27.868852459016395
54,HIGH,HEUR.AX,53.82513661202186,3,27.868852459016395,86.06557377049181,47.540983606557376
55,HIGH,XMET.AX,53.551912568306,3,1.639344262295082,72.1311475409836,86.88524590163934
56,HIGH,BNKS.AX,53.005464480874316,3,18.852459016393443,77.8688524590164,62.295081967213115
57,HIGH,ROBO.AX,53.00546448087431,3,17.21311475409836,95.90163934426229,45.90163934426229
58,HIGH,JNDQ.AX,52.732240437158474,3,48.36065573770492,78.68852459016394,31.14754098360656
59,HIGH,LPGD.AX,52.459016393442624,3,57.37704918032787,44.26229508196722,55.73770491803278
60,HIGH,DFGH.AX,52.45901639344262,3,50.81967213114754,95.08196721311475,11.475409836065566
61,HIGH,REIT.AX,52.185792349726775,3,68.85245901639344,22.13114754098361,65.57377049180329
62,HIGH,GLPR.AX,51.63934426229508,3,78.68852459016394,42.622950819672134,33.606557377049185
63,HIGH,IHWL.AX,51.36612021857923,3,31.9672131147541,79.50819672131148,42.62295081967213
64,HIGH,HACK.AX,51.09289617486339,3,75.40983606557377,14.754098360655739,63.114754098360656
65,HIGH,ALFA.AX,49.72677595628415,3,72.1311475409836,4.0983606557377055,72.95081967213115
66,HIGH,DGSM.AX,49.45355191256831,3,61.47540983606557,67.21311475409836,19.67213114754098
67,HIGH,GMTL.AX,48.08743169398908,3,6.557377049180328,58.196721311475414,79.50819672131148
68,HIGH,VAP.AX,47.814207650273225,3,95.90163934426229,5.737704918032787,41.803278688524586
69,HIGH,LSGE.AX,46.721311475409834,3,80.32786885245902,4.918032786885246,54.91803278688524
70,HIGH,MVB.AX,46.448087431694,3,84.42622950819673,3.278688524590164,51.63934426229508
71,HIGH,ISO.AX,46.448087431694,3,62.295081967213115,50.0,27.049180327868854
72,HIGH,GHHF.AX,46.17486338797814,3,53.278688524590166,50.81967213114754,34.42622950819671
73,HIGH,HVLU.AX,46.17486338797814,3,15.573770491803279,86.88524590163935,36.0655737704918
74,HIGH,MVW.AX,46.17486338797814,3,82.78688524590164,41.80327868852459,13.93442622950819
75,HIGH,MVR.AX,46.17486338797814,3,10.655737704918034,73.77049180327869,54.09836065573771
76,HIGH,OZF.AX,45.35519125683061,3,90.16393442622952,2.459016393442623,43.44262295081967
77,HIGH,HGEN.AX,43.98907103825136,3,2.459016393442623,36.885245901639344,92.62295081967213
78,HIGH,MSTR.AX,43.98907103825136,3,51.63934426229508,47.540983606557376,32.786885245901644
79,HIGH,MTUM.AX,43.98907103825136,3,92.62295081967213,13.114754098360656,26.229508196721312
80,HIGH,MVE.AX,43.715846994535525,3,58.196721311475414,26.229508196721312,46.721311475409834
81,HIGH,IHOO.AX,43.71584699453552,3,22.13114754098361,71.31147540983606,37.704918032786885
82,HIGH,MVS.AX,43.44262295081967,3,59.016393442622956,45.90163934426229,25.40983606557377
83,HIGH,PAVE.AX,43.44262295081967,3,37.704918032786885,17.21311475409836,75.40983606557377
84,HIGH,MHOT.AX,43.44262295081967,3,32.786885245901644,60.65573770491803,36.885245901639344
85,HIGH,IVV.AX,43.16939890710383,3,41.80327868852459,43.442622950819676,44.26229508196721
86,HIGH,CURE.AX,42.62295081967213,3,3.278688524590164,36.0655737704918,88.52459016393442
87,HIGH,NDQ.AX,42.62295081967213,3,22.950819672131146,59.83606557377049,45.08196721311475
88,HIGH,QSML.AX,40.98360655737705,3,63.9344262295082,37.704918032786885,21.311475409836063
89,HIGH,JPEQ.AX,40.710382513661195,3,35.24590163934426,51.63934426229508,35.245901639344254
90,HIGH,ACDC.AX,40.43715846994536,3,4.918032786885246,65.57377049180329,50.81967213114754
91,HIGH,JRHG.AX,39.89071038251366,3,36.885245901639344,23.770491803278688,59.01639344262295
92,HIGH,ROYL.AX,39.34426229508197,3,68.0327868852459,31.9672131147541,18.032786885245898
93,HIGH,MOAT.AX,39.34426229508197,3,23.770491803278688,83.60655737704919,10.655737704918025
94,HIGH,N100.AX,39.34426229508197,3,54.91803278688525,9.836065573770492,53.278688524590166
95,HIGH,GRNV.AX,38.52459016393443,3,81.9672131147541,11.475409836065573,22.131147540983605
96,HIGH,EX20.AX,38.25136612021858,3,77.04918032786885,20.491803278688526,17.213114754098356
97,HIGH,HJPN.AX,37.704918032786885,3,13.934426229508198,40.98360655737705,58.19672131147541
98,HIGH,RCAP.AX,37.43169398907104,3,65.57377049180329,27.868852459016395,18.85245901639344
99,HIGH,MCCL.AX,36.6120218579235,3,18.0327868852459,35.24590163934426,56.557377049180324
100,HIGH,EIGA.AX,36.6120218579235,3,89.34426229508198,7.3770491803278695,13.114754098360649
101,HIGH,QNDQ.AX,36.612021857923494,3,46.721311475409834,33.60655737704918,29.508196721311478
102,HIGH,GARP.AX,36.0655737704918,3,54.09836065573771,39.34426229508197,14.754098360655732
103,HIGH,IKO.AX,34.97267759562842,3,8.196721311475411,15.573770491803279,81.14754098360656
104,HIGH,WXHG.AX,32.24043715846995,3,45.08196721311476,28.688524590163937,22.950819672131146
105,HIGH,XALG.AX,29.508196721311474,3,66.39344262295081,1.639344262295082,20.491803278688522
106,HIGH,QMAX.AX,29.234972677595625,3,24.59016393442623,38.52459016393443,24.59016393442623
107,HIGH,SMLL.AX,27.59562841530055,3,25.40983606557377,25.40983606557377,31.967213114754102
108,HIGH,IOO.AX,22.6775956284153,3,20.491803278688526,31.147540983606557,16.393442622950815
109,HIGH,NNUK.AX,22.40437158469945,3,39.34426229508197,12.295081967213115,15.573770491803273
