rank,risk_category,ticker,composite_percentile,num_factors,percentile_ml_forecast,percentile_kalman_signal_strength,percentile_cvar
33,MEDIUM,DACE.AX,65.20947176684882,3,66.12021857923497,92.89617486338798,36.612021857923494
34,MEDIUM,ILC.AX,65.20947176684882,3,87.43169398907105,57.37704918032787,50.819672131147534
35,MEDIUM,E200.AX,65.02732240437159,3,79.23497267759564,87.43169398907105,28.41530054644808
36,MEDIUM,IEU.AX,64.29872495446267,3,28.41530054644809,84.15300546448088,80.32786885245902
37,MEDIUM,MQAE.AX,64.29872495446266,3,86.33879781420765,81.42076502732242,25.136612021857914
38,MEDIUM,FCAP.AX,63.57012750455374,3,78.14207650273225,58.469945355191264,54.0983606557377
39,MEDIUM,VISM.AX,63.57012750455373,3,39.34426229508197,87.97814207650273,63.3879781420765
40,MEDIUM,DAVA.AX,63.20582877959928,3,24.590163934426233,89.07103825136613,75.95628415300547
41,MEDIUM,INES.AX,63.02367941712205,3,81.9672131147541,49.72677595628416,57.377049180327866
42,MEDIUM,BEAR.AX,63.02367941712205,3,44.26229508196722,85.79234972677597,59.01639344262295
43,MEDIUM,BBOZ.AX,62.65938069216758,3,13.661202185792352,75.40983606557377,98.90710382513662
44,MEDIUM,IMPQ.AX,61.0200364298725,3,96.17486338797815,4.918032786885246,81.96721311475409
45,MEDIUM,MQEG.AX,60.65573770491804,3,19.125683060109292,83.0601092896175,79.78142076502732
46,MEDIUM,IZZ.AX,60.10928961748633,3,82.5136612021858,5.464480874316941,92.34972677595628
47,MEDIUM,IXI.AX,59.74499089253188,3,67.21311475409837,30.601092896174865,81.4207650273224
48,MEDIUM,QOZ.AX,59.01639344262295,3,49.72677595628416,91.8032786885246,35.519125683060096
49,MEDIUM,VHY.AX,58.83424408014573,3,62.841530054644814,74.86338797814209,38.79781420765027
50,MEDIUM,ZYUS.AX,58.743169398907106,3,85.24590163934427,45.62841530054645,45.355191256830594
51,MEDIUM,LNYN.AX,58.65209471766849,3,70.49180327868854,18.579234972677597,86.88524590163934
52,MEDIUM,FASI.AX,58.65209471766849,3,43.715846994535525,60.65573770491804,71.5846994535519
53,MEDIUM,IIND.AX,58.65209471766849,3,48.63387978142077,62.29508196721312,65.02732240437157
54,MEDIUM,DTEC.AX,58.28779599271403,3,73.224043715847,14.207650273224045,87.43169398907104
55,MEDIUM,FAIR.AX,58.1056466302368,3,97.81420765027323,21.857923497267763,54.64480874316939
56,MEDIUM,IESG.AX,58.1056466302368,3,91.8032786885246,54.644808743169406,27.86885245901638
57,MEDIUM,MAET.AX,57.83242258652095,3,66.66666666666667,45.62841530054645,61.202185792349724
58,MEDIUM,ARMR.AX,57.5591985428051,3,77.04918032786885,12.568306010928962,83.06010928961749
59,MEDIUM,DFND.AX,57.37704918032787,3,78.68852459016394,3.825136612021858,89.61748633879782
60,MEDIUM,ETPMAG.AX,57.19489981785065,3,0.546448087431694,75.95628415300547,95.08196721311475
61,MEDIUM,ZYAU.AX,57.01275045537341,3,57.37704918032787,57.923497267759565,55.73770491803278
62,MEDIUM,RDV.AX,56.466302367941715,3,90.16393442622952,34.97267759562842,44.26229508196721
63,MEDIUM,HJHI.AX,56.28415300546448,3,20.21857923497268,98.36065573770493,50.27322404371584
64,MEDIUM,CETF.AX,56.28415300546448,3,58.469945355191264,16.939890710382514,93.44262295081967
65,MEDIUM,VNGS.AX,56.102003642987256,3,40.98360655737705,86.88524590163935,40.43715846994535
66,MEDIUM,MTAV.AX,55.919854280510016,3,15.846994535519126,67.21311475409837,84.69945355191257
67,MEDIUM,CLNE.AX,55.73770491803279,3,3.278688524590164,69.94535519125684,93.98907103825137
68,MEDIUM,VSO.AX,55.555555555555564,3,46.99453551912569,51.36612021857924,68.30601092896174
69,MEDIUM,WEMG.AX,55.373406193078324,3,49.180327868852466,53.00546448087432,63.93442622950819
70,MEDIUM,RINC.AX,55.1912568306011,3,73.7704918032787,42.07650273224044,49.72677595628415
71,MEDIUM,SYI.AX,54.82695810564663,3,87.97814207650273,21.311475409836067,55.19125683060109
72,MEDIUM,INIF.AX,54.37158469945356,3,51.91256830601093,45.62841530054645,65.57377049180327
73,MEDIUM,QLTY.AX,54.28051001821493,3,30.054644808743173,89.61748633879782,43.16939890710382
74,MEDIUM,GDX.AX,54.28051001821493,3,1.639344262295082,64.4808743169399,96.72131147540983
75,MEDIUM,VDHG.AX,54.098360655737714,3,52.459016393442624,88.52459016393443,21.311475409836063
76,MEDIUM,F100.AX,54.09836065573771,3,36.6120218579235,74.31693989071039,51.36612021857923
77,MEDIUM,HVST.AX,54.09836065573771,3,88.52459016393443,59.56284153005465,14.207650273224033
78,MEDIUM,VETH.AX,53.73406193078324,3,89.61748633879782,48.087431693989075,23.49726775956283
79,MEDIUM,ETHI.AX,53.36976320582878,3,56.28415300546449,63.934426229508205,39.89071038251365
80,MEDIUM,TBIL.AX,53.36976320582878,3,55.73770491803279,91.2568306010929,13.114754098360649
81,MEDIUM,ESTX.AX,53.36976320582878,3,14.754098360655739,80.87431693989072,64.48087431693989
82,MEDIUM,EAFZ.AX,52.2768670309654,3,63.387978142076506,36.6120218579235,56.830601092896174
83,MEDIUM,OZXX.AX,52.09471766848816,3,95.08196721311477,35.51912568306011,25.683060109289613
84,MEDIUM,DJRE.AX,51.7304189435337,3,60.10928961748635,32.24043715846995,62.84153005464481
85,MEDIUM,DHHF.AX,51.36612021857925,3,53.00546448087432,70.49180327868854,30.601092896174862
86,MEDIUM,ITEK.AX,51.18397085610201,3,12.568306010928962,56.83060109289618,84.15300546448087
87,MEDIUM,SWTZ.AX,50.45537340619308,3,64.4808743169399,39.34426229508197,47.540983606557376
88,MEDIUM,IIGF.AX,49.544626593806925,3,67.75956284153006,47.54098360655738,33.33333333333333
89,MEDIUM,BAOR.AX,49.180327868852466,3,89.07103825136613,34.42622950819673,24.04371584699453
90,MEDIUM,RARI.AX,49.18032786885246,3,90.71038251366122,7.650273224043716,49.18032786885245
91,MEDIUM,GGOV.AX,48.99817850637523,3,77.59562841530055,20.765027322404375,48.63387978142076
92,MEDIUM,GOAT.AX,48.816029143898,3,31.14754098360656,90.71038251366122,24.59016393442623
93,MEDIUM,IJP.AX,48.633879781420774,3,32.24043715846995,36.06557377049181,77.59562841530055
94,MEDIUM,QAU.AX,48.63387978142077,3,6.010928961748634,69.39890710382514,70.49180327868852
95,MEDIUM,ALPH.AX,48.63387978142077,3,70.49180327868854,65.02732240437159,10.382513661202182
96,MEDIUM,IVE.AX,48.26958105646631,3,39.89071038251367,52.459016393442624,52.45901639344262
97,MEDIUM,USIG.AX,48.26958105646631,3,70.49180327868854,8.196721311475411,66.12021857923497
98,MEDIUM,IHD.AX,48.26958105646631,3,38.251366120218584,61.74863387978143,44.8087431693989
99,MEDIUM,VEQ.AX,46.26593806921676,3,30.601092896174865,72.13114754098362,36.065573770491795
100,MEDIUM,ETPMPT.AX,45.537340619307834,3,2.7322404371584703,40.98360655737705,92.89617486338798
101,MEDIUM,GLOB.AX,45.26411657559199,3,38.797814207650276,78.4153005464481,18.579234972677583
102,MEDIUM,ETPMPM.AX,45.17304189435337,3,2.185792349726776,41.53005464480875,91.80327868852459
103,MEDIUM,QMIX.AX,44.26229508196722,3,25.68306010928962,53.551912568306015,53.55191256830601
104,MEDIUM,VGS.AX,43.715846994535525,3,24.043715846994537,80.32786885245902,26.775956284152997
105,MEDIUM,VDGR.AX,43.533697632058285,3,57.923497267759565,60.10928961748635,12.56830601092895
106,MEDIUM,USD.AX,42.98724954462659,3,61.74863387978143,51.91256830601093,15.300546448087417
107,MEDIUM,INCM.AX,42.80510018214937,3,23.497267759562845,37.704918032786885,67.21311475409836
108,MEDIUM,VBLD.AX,42.80510018214935,3,37.704918032786885,55.73770491803279,34.97267759562841
109,MEDIUM,WDMF.AX,42.4408014571949,3,35.51912568306011,9.289617486338798,82.51366120218579
110,MEDIUM,AUST.AX,41.89435336976321,3,86.88524590163935,25.136612021857925,13.661202185792348
111,MEDIUM,MGOC.AX,41.8943533697632,3,59.56284153005465,33.87978142076503,32.240437158469945
112,MEDIUM,BGBL.AX,41.712204007285976,3,25.136612021857925,82.5136612021858,17.4863387978142
113,MEDIUM,IAA.AX,41.712204007285976,3,10.382513661202188,39.89071038251367,74.86338797814207
114,MEDIUM,ETPMPD.AX,41.712204007285976,3,1.092896174863388,26.775956284153008,97.26775956284153
115,MEDIUM,IHEB.AX,41.16575591985428,3,54.09836065573771,49.180327868852466,20.218579234972665
116,MEDIUM,MQWS.AX,40.983606557377044,3,55.1912568306011,29.508196721311478,38.25136612021857
117,MEDIUM,VLUE.AX,40.80145719489982,3,8.743169398907105,94.53551912568307,19.12568306010928
118,MEDIUM,DVDY.AX,40.619307832422585,3,94.53551912568307,4.371584699453552,22.950819672131146
119,MEDIUM,AGX1.AX,40.07285974499089,3,9.289617486338798,62.841530054644814,48.08743169398907
120,MEDIUM,ESGI.AX,40.07285974499089,3,37.15846994535519,50.27322404371585,32.78688524590163
121,MEDIUM,VESG.AX,39.89071038251366,3,21.857923497267763,63.387978142076506,34.42622950819671
122,MEDIUM,ADEF.AX,39.5264116575592,3,42.622950819672134,38.797814207650276,37.158469945355186
123,MEDIUM,IISV.AX,38.79781420765027,3,80.32786885245902,18.032786885245905,18.032786885245898
124,MEDIUM,IUSG.AX,38.79781420765027,3,65.02732240437159,40.43715846994536,10.928961748633867
125,MEDIUM,MFOA.AX,38.61566484517304,3,76.50273224043717,27.868852459016395,11.475409836065566
126,MEDIUM,QUAL.AX,38.06921675774135,3,17.48633879781421,59.016393442622956,37.70491803278688
127,MEDIUM,GOLD.AX,38.06921675774135,3,5.464480874316941,31.693989071038253,77.04918032786885
128,MEDIUM,IEM.AX,37.978142076502735,3,22.404371584699454,16.120218579234976,75.40983606557377
129,MEDIUM,VEU.AX,37.15846994535519,3,33.333333333333336,50.81967213114755,27.322404371584696
130,MEDIUM,DGVA.AX,36.97632058287796,3,19.672131147540984,61.20218579234973,30.054644808743163
131,MEDIUM,H100.AX,35.51912568306011,3,26.775956284153008,32.786885245901644,46.99453551912568
132,MEDIUM,JEGA.AX,35.428051001821494,3,63.934426229508205,0.819672131147541,41.530054644808736
133,MEDIUM,PAXX.AX,35.154826958105645,3,22.95081967213115,20.21857923497268,62.295081967213115
134,MEDIUM,IFRA.AX,34.97267759562842,3,41.53005464480875,7.103825136612023,56.284153005464475
135,MEDIUM,PMGOLD.AX,34.790528233151186,3,6.557377049180328,24.043715846994537,73.77049180327869
136,MEDIUM,WRLD.AX,34.60837887067395,3,32.786885245901644,54.09836065573771,16.9398907103825
137,MEDIUM,S3GO.AX,34.60837887067395,3,14.207650273224045,11.475409836065575,78.14207650273224
138,MEDIUM,VGE.AX,34.244080145719494,3,47.54098360655738,13.114754098360656,42.076502732240435
139,MEDIUM,MICH.AX,34.15300546448088,3,40.43715846994536,45.62841530054645,16.393442622950815
140,MEDIUM,QYLD.AX,33.87978142076503,3,16.393442622950822,1.639344262295082,83.60655737704917
141,MEDIUM,RGOS.AX,33.697632058287795,3,26.229508196721312,2.7322404371584703,72.1311475409836
142,MEDIUM,GGFD.AX,33.1511839708561,3,7.650273224043716,3.278688524590164,88.52459016393442
143,MEDIUM,GXLD.AX,32.96903460837887,3,4.918032786885246,27.322404371584703,66.66666666666666
144,MEDIUM,UYLD.AX,32.78688524590164,3,18.032786885245905,22.404371584699454,57.92349726775956
145,MEDIUM,FEMX.AX,32.604735883424404,3,28.961748633879782,8.743169398907105,60.10928961748633
146,MEDIUM,UMAX.AX,30.601092896174862,3,29.508196721311478,33.333333333333336,28.96174863387978
147,MEDIUM,DRUG.AX,30.418943533697632,3,8.196721311475411,15.300546448087433,67.75956284153006
148,MEDIUM,NUGG.AX,30.418943533697632,3,4.371584699453552,28.41530054644809,58.46994535519125
149,MEDIUM,GLDN.AX,30.054644808743166,3,3.825136612021858,25.68306010928962,60.65573770491803
150,MEDIUM,DGCE.AX,29.14389799635701,3,31.693989071038253,26.229508196721312,29.508196721311464
151,MEDIUM,GLIN.AX,28.415300546448083,3,45.9016393442623,17.48633879781421,21.85792349726775
152,MEDIUM,EMXC.AX,26.95810564663024,3,10.928961748633881,23.497267759562845,46.448087431693985
153,MEDIUM,WXOZ.AX,26.593806921675775,3,36.06557377049181,12.021857923497269,31.693989071038246
154,MEDIUM,VAE.AX,26.229508196721312,3,34.97267759562842,9.836065573770492,33.87978142076503
155,MEDIUM,EMKT.AX,26.04735883424408,3,15.300546448087433,19.125683060109292,43.71584699453551
156,MEDIUM,JEPI.AX,25.500910746812384,3,46.44808743169399,10.382513661202188,19.67213114754098
157,MEDIUM,JREG.AX,24.408014571948996,3,18.579234972677597,42.622950819672134,12.021857923497265
158,MEDIUM,CFLO.AX,23.8615664845173,3,27.868852459016395,22.95081967213115,20.765027322404364
159,MEDIUM,PIXX.AX,23.13296903460838,3,27.322404371584703,10.928961748633881,31.147540983606547
160,MEDIUM,WVOL.AX,22.586520947176684,3,50.81967213114755,2.185792349726776,14.754098360655732
161,MEDIUM,WDIV.AX,21.766848816029142,3,42.07650273224044,0.819672131147541,22.404371584699447
162,MEDIUM,IXJ.AX,21.493624772313296,3,7.103825136612023,14.754098360655739,42.62295081967213
163,MEDIUM,HLTH.AX,18.94353369763206,3,11.475409836065575,6.010928961748634,39.34426229508196
164,MEDIUM,BCOM.AX,17.304189435336973,3,12.021857923497269,13.661202185792352,26.229508196721298
1,HIGH,GEAR.AX,83.06010928961749,3,90.98360655737706,68.0327868852459,90.1639344262295
2,HIGH,GPEQ.AX,75.68306010928961,3,93.44262295081967,63.9344262295082,69.67213114754098
3,HIGH,BTXX.AX,71.58469945355192,3,100.0,18.0327868852459,96.72131147540983
4,HIGH,VBTC.AX,71.31147540983606,3,99.18032786885246,18.852459016393443,95.90163934426229
5,HIGH,TECH.AX,70.21857923497268,3,63.114754098360656,87.70491803278689,59.83606557377049
6,HIGH,FHNG.AX,69.1256830601093,3,52.459016393442624,63.114754098360656,91.80327868852459
7,HIGH,HYGG.AX,67.48633879781421,3,69.67213114754098,52.459016393442624,80.32786885245902
8,HIGH,QHSM.AX,67.48633879781421,3,74.59016393442623,75.40983606557377,52.459016393442624
9,HIGH,ATEC.AX,67.48633879781421,3,98.36065573770492,19.672131147540984,84.42622950819673
10,HIGH,LNAS.AX,66.93989071038251,3,11.475409836065573,90.98360655737706,98.36065573770492
11,HIGH,GGUS.AX,65.57377049180327,3,16.393442622950822,85.24590163934427,95.08196721311475
12,HIGH,BBUS.AX,65.57377049180327,3,0.819672131147541,98.36065573770492,97.54098360655738
13,HIGH,CRYP.AX,64.20765027322405,3,31.147540983606557,62.295081967213115,99.18032786885246
14,HIGH,IJR.AX,63.9344262295082,3,50.0,69.67213114754098,72.1311475409836
15,HIGH,DRIV.AX,63.661202185792355,3,14.754098360655739,99.18032786885246,77.04918032786885
16,HIGH,G200.AX,63.661202185792355,3,86.06557377049181,64.75409836065575,40.16393442622951
17,HIGH,SFY.AX,63.661202185792355,3,86.88524590163935,55.73770491803279,48.36065573770492
18,HIGH,HNDQ.AX,63.661202185792355,3,28.688524590163937,88.52459016393443,73.77049180327869
19,HIGH,AINF.AX,63.661202185792355,3,72.1311475409836,90.16393442622952,28.688524590163937
20,HIGH,FOOD.AX,63.38797814207651,3,64.75409836065575,84.42622950819673,40.983606557377044
21,HIGH,CLDD.AX,62.84153005464481,3,76.22950819672131,30.327868852459016,81.9672131147541
22,HIGH,WIRE.AX,62.56830601092896,3,4.0983606557377055,100.0,83.60655737704917
23,HIGH,QRE.AX,62.295081967213115,3,13.114754098360656,97.54098360655738,76.22950819672131
24,HIGH,IHVV.AX,62.295081967213115,3,42.622950819672134,94.26229508196721,50.0
25,HIGH,SLF.AX,62.02185792349727,3,96.72131147540983,6.557377049180328,82.78688524590164
26,HIGH,URNM.AX,61.748633879781416,3,9.836065573770492,81.14754098360656,94.26229508196721
27,HIGH,BUGG.AX,61.202185792349724,3,91.80327868852459,27.049180327868854,64.75409836065575
28,HIGH,GMVW.AX,60.92896174863389,3,94.26229508196721,10.655737704918034,77.8688524590164
29,HIGH,RBTZ.AX,60.65573770491803,3,21.311475409836067,91.80327868852459,68.85245901639344
30,HIGH,OZR.AX,60.10928961748633,3,12.295081967213115,96.72131147540983,71.31147540983606
31,HIGH,LEND.AX,59.01639344262295,3,88.52459016393443,76.22950819672131,12.295081967213108
32,HIGH,GXAI.AX,59.01639344262295,3,19.672131147540984,89.34426229508198,68.0327868852459
33,HIGH,SEMI.AX,58.743169398907106,3,5.737704918032787,82.78688524590164,87.70491803278688
34,HIGH,TANN.AX,58.333333333333336,3,29.508196721311478,54.50819672131148,90.98360655737704
35,HIGH,ATOM.AX,57.92349726775956,3,7.3770491803278695,72.95081967213115,93.44262295081967
36,HIGH,FHCO.AX,57.92349726775956,3,72.1311475409836,22.950819672131146,78.68852459016394
37,HIGH,VVLU.AX,56.83060109289618,3,44.26229508196722,77.04918032786885,49.18032786885246
38,HIGH,ASIA.AX,56.83060109289617,3,38.52459016393443,57.37704918032787,74.59016393442623
39,HIGH,QFN.AX,56.55737704918033,3,95.08196721311475,13.934426229508198,60.65573770491803
40,HIGH,HQLT.AX,56.28415300546448,3,49.18032786885246,80.32786885245902,39.34426229508197
41,HIGH,FUEL.AX,56.010928961748625,3,33.60655737704918,48.36065573770492,86.0655737704918
42,HIGH,AUMF.AX,55.73770491803278,3,77.8688524590164,59.016393442622956,30.32786885245902
43,HIGH,MNRS.AX,55.73770491803278,3,9.01639344262295,68.85245901639344,89.34426229508196
44,HIGH,FSML.AX,55.73770491803278,3,72.1311475409836,56.55737704918033,38.52459016393443
45,HIGH,HETH.AX,55.46448087431694,3,60.65573770491803,81.9672131147541,23.770491803278688
46,HIGH,JGLO.AX,54.64480874316939,3,72.1311475409836,21.311475409836067,70.49180327868852
47,HIGH,MOGL.AX,54.37158469945356,3,85.24590163934427,16.393442622950822,61.47540983606557
48,HIGH,ERTH.AX,54.37158469945356,3,26.229508196721312,70.49180327868852,66.39344262295083
49,HIGH,MVA.AX,54.37158469945356,3,87.70491803278689,8.196721311475411,67.21311475409836
50,HIGH,ESPO.AX,54.09836065573771,3,97.54098360655738,0.819672131147541,63.9344262295082
51,HIGH,QHAL.AX,54.09836065573771,3,30.327868852459016,74.59016393442623,57.377049180327866
52,HIGH,FANG.AX,54.0983606557377,3,47.540983606557376,29.508196721311478,85.24590163934425
