,0
2023-03-06,78950.9051849326
2023-03-07,78897.49649913357
2023-03-08,78589.53284084957
2023-03-09,78599.54751289869
2023-03-10,77488.33868296808
2023-03-13,77755.83105912922
2023-03-14,77052.14088328529
2023-03-15,76882.14774419973
2023-03-16,75962.113715416
2023-03-17,76276.54803917554
2023-03-20,75604.06118471119
2023-03-21,75451.34496012212
2023-03-22,76223.75909463133
2023-03-23,76725.80660967644
2023-03-24,76989.82921772607
2023-03-27,76229.64552315846
2023-03-28,76274.63401032881
2023-03-29,76624.41045644674
2023-03-30,76700.39361243384
2023-03-31,77379.85880861348
2023-04-03,76766.4885347909
2023-04-04,76078.6539821818
2023-04-05,76742.37836031965
2023-04-06,76207.57888222548
2023-04-10,76207.57888222548
2023-04-11,76783.41350829683
2023-04-12,76493.75339134099
2023-04-13,76676.50417299395
2023-04-14,76720.99146670918
2023-04-17,77272.15521319186
2023-04-18,77480.72471162573
2023-04-19,77323.2042650948
2023-04-20,77000.83235637267
2023-04-21,76975.93351384142
2023-04-24,76218.4167125295
2023-04-25,76218.4167125295
2023-04-26,75910.30938589305
2023-04-27,76394.2117872468
2023-04-28,76601.5647545876
2023-05-01,80585.73861235814
2023-05-02,80524.81077707646
2023-05-03,79739.85840500578
2023-05-04,80374.20064610144
2023-05-05,80691.12746862948
2023-05-08,80754.45001636575
2023-05-09,80800.94326630245
2023-05-10,80310.60993140713
2023-05-11,80002.64861006037
2023-05-12,79970.73344391152
2023-05-15,79715.28974847708
2023-05-16,80505.96660965103
2023-05-17,80334.79620476287
2023-05-18,80154.66472073138
2023-05-19,79735.99578024351
2023-05-22,80131.68986805719
2023-05-23,80032.66947605407
2023-05-24,79832.52714348967
2023-05-25,79212.44408017851
2023-05-26,79559.8211447066
2023-05-29,79177.20587219617
2023-05-30,78709.70937616615
2023-05-31,78364.22502618791
2023-06-01,78700.09135245178
2023-06-02,79025.3144963119
2023-06-05,79002.08055564936
2023-06-06,78762.93428696274
2023-06-07,78882.84617066568
2023-06-08,79038.62422024856
2023-06-09,79214.07816332966
2023-06-12,79214.07816332966
2023-06-13,78978.8046624345
2023-06-14,79211.33198831079
2023-06-15,79635.0547795084
2023-06-16,79707.26293565809
2023-06-19,79602.86618930454
2023-06-20,79479.91327057341
2023-06-21,78993.5435994896
2023-06-22,78755.09360480217
2023-06-23,78066.80951386572
2023-06-26,78256.37117120302
2023-06-27,78613.73257425052
2023-06-28,78592.54653185829
2023-06-29,78424.82759357242
2023-06-30,78727.00949724297
2023-07-03,79130.9055072495
2023-07-04,79278.1779681501
2023-07-05,78848.59899518001
2023-07-06,78528.41942267398
2023-07-07,78256.77470511723
2023-07-10,78411.23745517802
2023-07-11,78839.23690536415
2023-07-12,79050.21619685693
2023-07-13,79733.1768497733
2023-07-14,79643.11191464734
2023-07-17,79480.48898332242
2023-07-18,79451.3112049395
2023-07-19,79019.99451795997
2023-07-20,79427.92029582022
2023-07-21,79387.65567748871
2023-07-24,79329.54420760715
2023-07-25,80550.2285311519
2023-07-26,80396.0828032234
2023-07-27,80720.4875765544
2023-07-28,81545.68375509566
2023-07-31,80585.73861235814
2023-08-01,80492.25049997162
2023-08-02,79749.3581217904
2023-08-03,80163.2929907028
2023-08-04,80204.74837022783
2023-08-07,80072.07387903529
2023-08-08,79767.92728407981
2023-08-09,79758.72472408503
2023-08-10,79797.98989036062
2023-08-11,79541.04228037299
2023-08-14,78508.34301797081
2023-08-15,78076.86559853949
2023-08-16,78036.37841967534
2023-08-17,77922.22908517339
2023-08-18,78155.73648604428
2023-08-21,77536.36880064452
2023-08-22,77304.40943175858
