total_return,benchmark_return,excess_return,sharpe_ratio,max_drawdown,num_rebalances,backtest_date
-0.12319819438006652,0.1893984584928614,-0.3125966528729279,1.8238734481301644,-0.9069212889249654,8,2025-12-17 15:44:42
